,User-id,Tweet
3915,ReneNow,#MSNBC #blacklivesmatter https://t.co/4YiglBJoHA
3916,Patgold17418990,"Thoughts and prayers to those who are or tried to be friends/family or support 
@kanyewest 
#BlackLivesMatter
#pray4thechildren
#selflove"
3917,inartfairNYK,"#Blackhistory #Reparations

""Indian seafarers were cheap labour ready to be exploited and help maritime industry sustain its profits in age of imperialism ..Slavery

#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII https://t.co/XZUYSfvhbJ"
3918,conatomarkus,Donde Coño está el meteorito cuando más se le necesita... https://t.co/XusVM8xZ7C
3919,OldMainBell,DING &amp; ding* #PennState #BlackLivesMatter #JusticeForAll
3920,NotMyName911,@CrimeInNYC Why do they act like this? @Coachpop_SAS @AttorneyCrump @TheRevAl @BLMPhilly #BLM #blacklivesmatter     @Kaepernick7 @RealWillSmithFP @MeekMill @aliciagarza @Blklivesmatter @Beyonce @Trevornoah @bellahadid @KekePalmer @jemelehill  @nessnitty @CMarian90877805
3921,tanakatanukan,"Another proud day for Africa. Word-famous comedian @fabu_d mocks homeless Irish people for likes and retweets.

How did this guy get into our country? Another asylum-scammer?

#BlackHistoryMonth #BlackLivesMatter #DiversityandInclusion #IrelandisFull https://t.co/cYJmuaMISO"
3922,ConvictsMatter,"#BlackLivesMatter congratulations on allowing someone to raise the stigma and basically finesse their own skin color for financial gain.

In the quotes of Rick and Morty.

Rick: what happened in there?

Morty: same old story Morty's killing Morty's."
3923,Jasamgurlie,If I don’t fall asleep
3924,Patgold17418990,"@KikiAdine @SteveSchmidtSES @Vote_Blue_In_22 I was thinking that was a awfully low number, but then I thought about what a cretin he is.
Mental health does not give him the license to make unchallenged racist positions publicly. 
#BlackLivesMatter"
3925,Jasamgurlie,I’m making this tonight. https://t.co/38OXhQCIvO
3926,reeci_pieci,Everyone shut up Kanye is back on Twitter
3927,gloefflmann,"@GMonkey2k3 @Ausb_Eins @AiasMaior @m_trinkwalder @KroszKito @Papiergewitter @EinstEinAdler @AlexLuck9 @WillSaetren Die kulturelle Sensibilität für diese Themen von Inklusion ist halt in den letzten 20 Jahren auch größer geworden (#metoo, #blacklivesmatter), und auch Tolkien war natürlich Kind seiner Zeit, also des British Empire und allem was dazugehört an conscious oder unconcious bias..."
3928,chuchocolate,@HistoryInPics How about: imagine if we forget the #BlackLivesMatter ?
3929,conatomarkus,VAMOS! ✊🏼✊🏼✊🏼😈 https://t.co/gbsW5sYUlU
3930,DrLeonJ,@_drsang Gorgeous!
3931,OTadaka,My mom has memory problems and I just had a first where she knew my name but not that we were related.
3932,TriniaLee,@hilaryhand2 @violadavis @GPBmadeit @ThusoMbedu Indeed! It was truly a #BLACKLIVESMATTER #BlackWomenMatter type movie to me.
3933,OnikaTuck,@RomanTwinSister Thank you I saw it omg she looks so good 😫
3934,SuperBulletWill,@HellPockets Many hats were thrown into the ground with this one
3935,flatfoursubie,@espn @Giants 4-1 against the spread.
3936,modefripon,#BlackLivesMatter https://t.co/mTXBZUuYdW
3937,inartfairNYK,"#Blackhistory #ReparationsNow

"" We Need to Talk About the British Empire.” “We’re engulfed in a sense of denial.”

https://t.co/K5MBzgycQk
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII https://t.co/2u3hKSMgwL"
3938,J_Is_4_John,"Exactly what Nina Turner said.
#BlackLivesMatter https://t.co/ly8ug8WYRE"
3939,sushiii_18,@sunghyukcIub DESERVED
3940,BotDefund,Defund the #InvernessPolice #BlackLivesMatter
3941,ElainaCScott,"@OGFlaya Thanks, Matt!! :D"
3942,Diane2Jean,Watched this and got sick with the knowledge that this happens all across America. Trump may be down and out but his MAGAts live loud and bold. #VoteBlueToProtectYourRights #BlackLivesMatter https://t.co/qaVKALBr7Y
3943,inartfairNYK,"#Blackhistory #ReparationsNow

""FOR CENTURIES, THE ROYAL NAVY REPRESENTED the nucleus of British imperial power. ""

https://t.co/K5MBzgycQk 
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII https://t.co/olCk4cC8z5"
3944,CalgaryKiwi,"@TheMarieOakes I'm seeing a flood of black violence and crime recently. 
This behaviour is subhuman, sadistic &amp; psychopathic.

Where is the outrage from the black community? Where are the leaders denouncing black on black violence? Or are they too busy blaming whitey.

#blacklivesmatter right?"
3945,quitogG,@xcapii12 El arsenal va pico y pala por los negros #BlackLivesMatter
3946,DrechselAV,"England: Oh, look soo adorable! They are the Duke and Duchess of Sussex. #BlackLivesMatter 
While, Amerika: Why do you always remind us to David Duke? Holocaust in our mind."
3947,Hola_Mars,Prayers held for children killed in Thailand preschool massacre  https://t.co/g3eyP264E4
3948,antifa_jlm,Anti-Asian hatred in apartheid Israel is as rampant as anti-Palestinian and anti-black hatred. More on Israel's war on black people #BlackLivesMatter https://t.co/1StcxWoRi4
3949,MisterSaturn123,@DustyPumpking ah geeze thanks ; ;
3950,tbasharks,"Thu Jun 04 2020 Chicago, Illinois - Police seen without badges WATCH: https://t.co/PbQBWTN9wz #ChicagoIllinois #CPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
3951,JoeBraxtonTouch,"Let me whisper something in your ear… 

#BlackLivesMatter"
3952,Romulus_Remus,@inkolloart https://t.co/nYtLIahASp
3953,Sam52160989,Tamir Rice was playing in a park.   #SayTheirNames #BlackLivesMatter
3954,JeanLaslo,"@mmpadellan From those disgusting reactions, it seems to me, #BlackLivesMatter is a concept that needs to be repeated over and over again until it’s no longer needed to be said because, then, all lives matter… and isn’t that the point?"
3955,ElainaCScott,@becauseivy Those colors are INCREDIBLE!!!
3956,bermudawlw,@anitramonos I would simply d*e omg YES YES 🥹🥹🥹🥹💖💝💞💓💗💕
3957,ElainaCScott,"@OGFlaya But I’m just gonna continue until I have something finished, then I can go back and polish it. The trick is to not care if the pages are well written so much as they give a road map of the story and it’s intentions and you allow yourself to not edit as you go. Fix it in post! Lol"
3958,ClaireLuby5,"@Effiedeans Brexit was a symbol of xenophobia. 
#BlackLivesMatter is a movement due to the treatment of our fellow human beings based on skin colour. 
You and your kind may not say 'detest' but your actions show your contempt and I feel that contempt for this govt."
3959,ElainaCScott,"@OGFlaya Yep, I hit that point today, lol"
3960,ElainaCScott,@JoshuaConkel I can’t wait to see it!!
3961,Theiss9030,"@ZJAyres Not that I've ever met you IRL, but you've always semed very authentic on here to me."
3962,diversecycling,"Anyone should be able to say #BlackLivesMatter.

Hopefully Kanye will get the memo, and anyone who inappropriately references Uncle Tom's Cabin, or wrongly labels an allies as ""saviours"".

Real change comes from communication and collaboration underpinned by truth and integrity. https://t.co/EGHgxHND7Z"
3963,teaandtoast,@LeedsCivicTrust @sunnybankmills How many plaques are there that support #BlackHistoryMonth or #BlackLivesMatter ?
3964,wick_1738,#racism #blacks #matters #segregation #brutality #putin #russia #love #africa #hate #war #nazis #cry #blacklivesmatter #hispanics #freedom #police #trump #germany  #history #maga #nativeamericans #life #equality #hailputin #slavery #notoracism https://t.co/JL6ZPZ4bnI
3965,OnikaTuck,OMG QUEEN ATE https://t.co/p6s7ccDw0z
3966,RickSydney,"Robert Reich: Income &amp; Wealth

#wtpBLUE #Demvoice1 #Americans #ONEV1 #Fresh #FreshResists #FreshVoicesRise #Dems4USA #ProudBlue22 #Resist #AsianAmericans #BlackLivesMatter #Hispanic #Jewish #NativeAmericans 

#VoteBlue2022 
https://t.co/7h4FKgJWz7 https://t.co/1TdAGTTGP5"
3967,Hola_Mars,What are the effects of the Crimea bridge blast? Retired US General Ben Hodges speaks to DW https://t.co/4GZSmlUipz
3968,OnikaTuck,IM SEEING NICKI IN FRONT OF A HELICOPTER ON MY TL AND NO ONE IS SAYING WHERE ITS FROM
3969,Jasamgurlie,I mean the director is a pedo rapist…allegedly…what they think would happen? https://t.co/s4iTL2kDwV
3970,dabates94,"Josh Allen is the best quarterback this season &amp; it is not even close. He has been consistent. He has his bad moments but they are rare . The ability to stay in the pocket, about to take a hit, and throw into the wind. Tight window but nailed it. Davis did the rest with his speed https://t.co/LgRGtRPqyA"
3971,jelladev,@IsaacHayes3 @kanyewest The ignorance of these people is astounding. Some of them seem to think #blacklivesmatter is a terrorist movement?!
3972,RickSydney,"Robert Reich - Democrats

#wtpBLUE #Demvoice1 #Americans #ONEV1 #Fresh #FreshResists #FreshVoicesRise #Dems4USA #ProudBlue22 #Resist #AsianAmericans #BlackLivesMatter #Hispanic #Jewish #NativeAmericans 

#VoteBlue2022 
https://t.co/PJmuV8loOE https://t.co/QLNTURFr9o"
3973,BigDink_DLA,@RealCandaceO They just doing you like that maybe it has something to do wit #BlackLivesMatter
3974,Ultrastravage,"@firki07 U haven't watched piku just because Deepika is black 👎🏻
Clear case of Racism
#BlackLivesMatter https://t.co/asju9p3qD6"
3975,RisePDX,"Breonna Taylor warrant details deepen mistrust in police https://t.co/wBwDRF6N0f 

B is for Breonna B is also for bad pigs!
Pile of lies indeed! #blacklivesmatter #chudwatch"
3976,say_the_names,D'ettrick Griffin #BlackLivesMatter
3977,ElainaCScott,@JoshuaConkel Was the movie as great as the trailers made it look???
3978,ElainaCScott,"@Mindyleedoodles Omg, the haunting lighting!!!!😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰"
3979,TyeAryeh,I am making it my mission to get Kanye booted from Twitter permanently. Who is with me?#kanye #kanyewest #ye #Antisemitism #blacklivesmatter #blm #LGBTQ #lgbt #jew #Jewish #jewishtwitter #jewishlivesmatter #Repost #canceled https://t.co/uVb2f0gQdH
3980,ElainaCScott,"@kimhornsby Go Kim, GO!!! 😃🙌🙌🙌🔥🔥🔥"
3981,pghmagick,".@SenTuberville dumb remark about Dems being #ProCrime - You might have that backwards? Here's the latest on your beloved Law Enforcement in Louisville. We suggest you keep speaking. You're a perfect fit for @senategop #BlackLivesMatter
#VeteransVoteBlue https://t.co/9iIIBNCqjZ"
3982,ElainaCScott,@RachelSL Beautiful!!
3983,melmeldc,@Variety @POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter
3984,ElainaCScott,@jayson_smiley Yisssss!  I love spoiling babies!
3985,melmeldc,@POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter https://t.co/v2axtfN8CK
3986,rjoseph7777,Sen. Tommy Tuberville Suggests All Black People Are Criminals https://t.co/twnqrdZajU via @politicususa #BlackLivesMatter #BLM #BlackExcellence @ACLU @splcenter
3987,StopInjustice6,"📰 Elon Musk scandal
#JoeBiden, #williamburns #CentralintelligenceAgency #Macron #DoSomething, #BlackLivesMatter , #whitelivesmatter #spacex #neuralink #EuropeanUnion #America https://t.co/VR3LSGjMuk"
3988,melmeldc,@BerniceKing @POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter
3989,melmeldc,@ReverendWarnock @POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter
3990,melmeldc,@POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter https://t.co/m1e74nwySp
3991,babygrl_bennett,@darcyfowl @itswormszn you guys are everything holy shit ily
3992,OldMainBell,Ding. #PennState #BlackLivesMatter #JusticeForAll
3993,inartfairNYK,"#Blackhistory #Reparations

British empire’s exploits were Indian men employed at behest labourers known as lascars 

..sounds like SCARS?

https://t.co/K5MBzgycQk
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII https://t.co/6IEHtvrjhN"
3994,SuperBulletWill,@Romulus_Himself Supermarket of the Night. Back dash your way down the aisles then Hydro Storm the line in front of you.
3995,MilwaukeeHotBuy,HEROIN PROOF YOUR KIDS: resourse: https://t.co/RKEca64D74 Families in recovey: https://t.co/Ne6rqaCpNv #birmingham #montgomery #blacklivesmatter #africa #africanamerican #covid #desmoinse #huskers
3996,toneyp,Check out Rennzo_64's video! #TikTok https://t.co/1uPVKc7gBj #BlackLivesMatter #racism #nbcnews #CNN
3997,PammyzNone,"@Ryan_N_Wiggins @ProjectLincoln @ProjectLincoln is equal to #BlackLivesMatter 
#Grifters"
3998,flatfoursubie,Daniel jones is the truth man. Tough mf. Hope his ankle gets better
3999,miiiiikala,This is my first migraine shit got my eyes hurting. I’m inna house today gonna do nun but hw and rest😭
4000,miiiiikala,BRUH😭 https://t.co/UhPMji8eIj
4001,Lewinskyox,Fuck this ref
4002,ShawnDeRay,Did you hear about what Nixon did? #TikTok https://t.co/ViXHlyDkFE #TheGreatMigration #BlackHistoryMonth #BedStuy #Gentrification #PresidentNixon #ColonizerCapitalism #BlackLivesMatter #WhiteTribalism #WhiteLivesMatter
4003,heulangel,@mjfgates @RayRedacted Hmmm maybe just right in a lovely setting as pupils
4004,dabates94,@Virginia1fan @jemelehill Telling a Black woman to sit down after she mentions the racism Black athletes face. 🤦🏾‍♀️
4005,kb9ibw,"Blacks in America have never needed an organization or slogan to inform us that Black Lives Matter. As fellow human beings we should remind ourselves of the fact that All lives Matter, and unite with our fellow citizens to reinforce that fact.
.#BLMScam 
#BlackLivesMatter"
4006,_NPOB1,"@adamwren @MeghanEMorris Why is Adam racist ?

#BlackLivesMatter"
4007,timacheson,"🤦‍♂️ Meanwhile in liberal New York City... Wait, where's #BlackLivesMatter? 🤔 Maybe they just missed this one, like the millions of similar cases. In NYC the gun laws ensure that only criminals carry guns while the bail laws ensure that dangerous criminals stay on the streets. https://t.co/UQcRJimtDE"
4008,RICOrzo,O el black square de #BlackLivesMatter. Superficialidad caucásica at its best https://t.co/KVV9Y3aDUa
4009,TNR_REACTIONS,"People need to stop giving Kanye West the attention that he seeks 😂😂😂 Let's put our energy into not supporting those companies that sponsors his narcissistic behavior and hate for the black community
#KanyeWest #ye #adidas #BlackLivesMatter #fuckkanye #fuckye #stopracism"
4010,dabates94,Yep! Somehow 🤷🏾‍♀️😂 https://t.co/Wg4U2LV2Cd
4011,BB071970,@jeremyn1000 Once people respect and understand #blacklivesmatter then #AllLivesMatter will happen
4012,kb9ibw,"@RealCandaceO Blacks in America never needed an organization or slogan to inform them tha Blackives Matter. As fellow human beings we should remind ourselves of the fact that All lives Matter, and unite with our fellow citizens to reinforce that fact.
.#BLMScam 
#Blacklivesmatter"
4013,TexasSwinger18,@duty2warn If your ok with #BlackLivesMatter then you should be ok with #WhiteLivesMatter if not then your the racist in the room 🤣 https://t.co/JGrZ8m6YzM
4014,NecisqueL,This is #childabuse where is #BlackLivesMatter ? https://t.co/wxKllv6EY6
4015,JohnStealer,"@CllrDent @dianescott14 @LabourNorthWest @Ashley__Dalton Will she be vociferous on the anti-black racism within the party. If not she won’t be representing all of her constituents. Hopefully she will be challenged on this during the campaign. Have you watched the #LabourFiles on #AlJazeera?

https://t.co/37EhwlXl8A

#BlackLivesMatter"
4016,inartfairNYK,"#Blackhistory #Reparations

""Lascars — became the backbone of the British empire"" 

...and still are..to be on the backs of Blacks?

https://t.co/K5MBzgg3Cc
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4017,dabates94,"Going into Week 5, my Eagles are undefeated. And somehow my Fantasy team is undefeated. But I think the streak ends, today. Sure hope not, though. https://t.co/EWm0yyq2dB"
4018,KatATrotter,@AmoneyResists #BlackLivesMatter didn’t matter to @Blklivesmatter .
4019,timacheson,🤦‍♂️ Meanwhile in liberal London. Conspicuous silence from so-called #BlackLivesMatter https://t.co/T63E8HdFBh
4020,Zem92090042,@KamalaHarris First of all you should check the human rights of black people in US. After that you can talk about human rights in other countries. #BlackLivesMatter
4021,inartfairNYK,"#Blackhistory #Reparations

Asian Lascars legally unrestricted interracial white marriages established Britain's major port cities.

https://t.co/oamRURLFry #HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4022,AltNationMedia,"#BlackLivesmatter was a DNC fundraising operation, so yeah, basically a scam, like all DNC policy positions. 
IMO
Makes sense..."
4023,JuliBunting,@404Apathy Exactly.
4024,miiiiikala,@therealnopixxs @Tips_Guru @tyea_tyea Nahhh my head hurting too much for me to be this weak😭
4025,tbasharks,"Sat Jun 27 2020 Portland, Oregon - Police charge protesters, shoving them and beating them with batons WATCH: https://t.co/3cItoGXI1l #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
4026,ScofyMagic,"Being black was God's arrangement..it shouldn't be a factor of who to discourage,who to insult..who to laugh at.
#BlackLivesMatter . https://t.co/knIRHHvZ6a"
4027,inartfairNYK,"#Blackhistory #Reparations

Lascars had British wives as there were no legal restrictions against their interracial mixed marriages

https://t.co/dpmIkxoTK9 #HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4028,LittleRedDevil2,"Thank God I survived to tell my story. #BLM, #BlackLivesMatter #BLMScam #BLMCorrupt https://t.co/jW1qlrBWES"
4029,miiiiikala,@Tips_Guru @tyea_tyea @therealnopixxs Aweeee yea daya he said who ass🤣
4030,BonnieSalm,"@IsaacHayes3 @kanyewest 😳 It's like a different world. Unbelievable. 
I've had this sign in my window since I marched for George Floyd and Black Lives in May/June 2020. #BlackLivesMatter https://t.co/hPfO4uSdYg"
4031,PrincessBlackL4,"My Sunday = Hearing (not-so-secret) Agents-of-the-DEVIL fake-preaching from afar/🔈‘Oldvita’

Yeah we like ’em young (even family not off limits)
👉🏾https://t.co/uCGZkv9Oi4

👉🏾https://t.co/gWwfttDPAR

Sensing these ‘God-fearing’ ppl’s punishment will be far worse!
@antonioguterres"
4032,FangirlLanie,"@IsaacHayes3 @kanyewest So much hate and ignorance in one place. #BlackLivesMatter isn’t a hard concept, especially if you have even an ounce of empathy in your soul."
4033,Darlyn215,"@Freedomcallblo1 African Americans r owed reparations for the unpaid labor of our ancestors. It won’t happen, but it should. Tuberville is the reason the #BlackLivesMatter slogan exists. The value of White life is never questioned. This man just dismissed Blacks as criminals &amp; the MAGAs cheered."
4034,SieraajAhmed,… Cannot win ‘ANC’ votes because it’s given up on trying to understand any pov outside of WIC (White/ Indian/ Coloured) ‘Minority Mindset’ and because saying #BlackLivesMatter is a step too far for 🤡 a party in a 91% black country 😊🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡 https://t.co/kM6trd24h4
4035,ChickAmsterdam,@RinkCj Daarom zeg ik ook - zolang het de vrije keuze van een vrouw is. Ik heb het nu niet over vrouwen die gedwongen worden een hoofddoek te dragen. Dat is weer hele andere koek. Dat “vrije keuze” is de belangrijkste punt.
4036,aleccent,If it aint the cops tryna kill me its my own people. #blacklivesmatter
4037,SpikeDouglas,"I almost don’t want to share this, because it upsets me. But that is precisely the reason it needs to be seen and acknowledged.
#blacklivesmatter https://t.co/7c97Kk0vyr"
4038,inartfairNYK,"#Blackhistory #Reparations

Asian Lascars  worked as stokers below decks, as task was deemed to be below dignity of the white man""

https://t.co/dpmIkxoTK9
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4039,DennyOwen8,"Lifestyles of the “Rich &amp; Infamous.” 

Marxist Co-founder of #BlackLivesMatter Global Network Foundation Patrisse Cullors upgrades her digs.
#BLM

Or: “How I Stopped Worrying and Retired at 38 With Some Substantial Cash.”

“Thank you my Homies!”
https://t.co/zdMPlILERZ https://t.co/zdv9GFJd2b"
4040,SeanDevinsDaily,"If you think the literal melting pot that is the United States of America is a shrine for whiteness/supremacy, then you probably also don't know whitelivesmatter is Kanye trolling blacklivesmatter idiots bcuz it was a scam org from day 1.
Put down the kool-aid."
4041,Pi44,#BlackLivesMatter https://t.co/4MXBs2Vmqo
4042,inartfairNYK,"#Blackhistory #Reparations

Asian Lascars more often they worked as stokers below decks, as the task was deemed to be below the dignity of the white man""ex

#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII https://t.co/J2hI8JQzWg"
4043,catheri82106796,Tony Greenstein's Blog: Don’t Pay UK is in Disarray and Without A Strategy... https://t.co/OrQ06y75PG
4044,ElainaCScott,@IvanaGrahovac1 Right?? :D
4045,rickygrantjr,Mental illness is mental illness. A bank account don’t change that reality. #blacklivesmatter
4046,ElainaCScott,@jayson_smiley Congrats to her and your family!!
4047,satoshicoiner,#BlackLivesMatter https://t.co/T7wJ2J3BYf
4048,lokforwardangel,"#Georgia we need you to #Vote

#RegisterToVote 
#VoteBlueDownBallotLocalStateFederal 
#AbortionRights 
#AbortionIsHealthcare 
#BlackLivesMatter 
#BanAssaultWeaponsNow 
#VoteBlueToProtectWomen https://t.co/NqpRgqSKxS"
4049,CormoranGranite,"Along with the safe and effective #ConVidVax , #BlackLivesMatter , #UkraineWar https://t.co/5pmct2hPgI"
4050,SuperBulletWill,@ChefRaptor The difference maker in “will it kill?”
4051,gerriannj,@AltDIA He is a racist misogynist who has found a platform for spewing all of his hate.
4052,lokforwardangel,"NC you know what to do❗️ 

#VoteBlueIn2022 
#Vote 
#VoteBlueToProtectWomen 
#AbortionRights 
#AbortionIsHealthcare 
#BanAssaultWeaponsNow 
#BlackLivesMatter https://t.co/9B1RZ3NOPL"
4053,mrkornegay,#BlackLivesMatter 💸 https://t.co/CwFfil5Lzu
4054,miiiiikala,@therealnopixxs @Tips_Guru @tyea_tyea Bro😭 MR PEABODY?!
4055,TyeAryeh,Kanye West is so evil and Nasty. Why is this white man going black face? #ye #kanye #antisemitism #jew #jewish #judaism #jewishlivesmatter #blm #blacklivesmatter #repost  https://t.co/TFvgs9JG3Q
4056,OTadaka,@GoblinHestia @ActorsCentralVA I turned 45 yesterday.😎
4057,jAmilhOneSty,WAKE UP!!! (SPREAD LOVE ) @jAmilhOneSty x krazyfingaz feat. RELL Click link below https://t.co/BJFgel7E3U fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe
4058,BornEternalLord,#BlackPantherWakandaForever #BlackLivesMatter #blackpeople #nationbuilding #panafrican #newafrikan #blacknationalism #nationofgodsandearths https://t.co/M24glJo9T7
4059,SeanAWallis,#UniteAndFight #BlackLivesMatter https://t.co/2jUPM2h2zS
4060,ZuskMorra,"#AsianLivesMatter #HispanicLivesMatter #BlackLivesMatter #LGBTQIALivesMatter #IndigenousLivesMatter #WomensLivesMatter #JewishLivesMatter
Yes, all lives matter, but 'til all lives ACTUALLY matter, we'll cont. 2 C &amp; say these #s; Bcuz we've always knwn white str8 male lives matter"
4061,OldMainBell,DING &amp; DING! Ding* ding* DING* ding^ ding^ ding. DING... DING. ding* ding? #PennState #BlackLivesMatter #JusticeForAll
4062,JuliBunting,@Heidi521 @TheGimpyNinja https://t.co/uQuCiHsCKP
4063,drkarenwieland,"@LuciLynnDennis @nebraskaredrose Wow. People from #HarrisonArkansas are repugnant! It shocks me that #BlackLivesMatter  signs held by a few people on the roadside would prompt such vile, hateful responses from passers-by. These folks hurling racist invective are the base of today’s Republican party &amp; #TrumpCult."
4064,JuliBunting,@thorbaby65 I used to have a Husky so these were my thoughts exactly. He's been gone for two years now and I swear I still vacuum up his fur.
4065,Operator1N,Everyone knows that Black Lives Matter was a scam. Now it`s over and the time for telling the truth. #BLMCorrupt #blacklivesmatter #CandaceOwens #scam #fjbiden #LetsGoBrandon
4066,inartfairNYK,"#Blackhistory #Reparations

""Lascars lived under conditions not unlike slavery, as ship owners could retain their services for upto three years at a time""

#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII https://t.co/Npiao2sIm1"
4067,JuliBunting,"I feel better today. 
Okay. Carry on, sweet tweeters."
4068,ElainaCScott,@EricRogersHere Happy Anniversary to you both!!! :D
4069,SuperBulletWill,Always Sunny but the cast is all moogles
4070,drkarenwieland,"@PopularLiberal @mmpadellan Exactly! This is why American schools SHOULD teach #CriticalRaceTheory as an interpretive lens in the middle &amp;  secondary grades, &amp; why #AntiRacismEducation is so critical. The racism &amp; hatred espoused by the people in this video is toxic &amp; ruinous to America. #BlackLivesMatter"
4071,JuliBunting,"Nothing really to see here. But remember, this man will fight to make sure women are treated like livestock. He will NOT protect your health care rights. https://t.co/9bPKRVFXRY"
4072,AttorneyGriggs,"After almost over 3 years, it’s well past time for #JusticeforJimmy and we will continue to #sayhisname #jimmyatchison #blacklivesmatter. The DA needs to present this case and several others to a criminal grand jury asap. 

#atlanta #atlantaga #thisispower video @CNN https://t.co/Jz1UaKXYp1"
4073,TT_WomenEntrpr,"@IsaacHayes3: 'This is what happens when one white kid with a single #BlackLivesMatter sign stands on the street in Harrison, Arkansas. 

@kanyewest this is who you placate for and want acceptance from. ' https://t.co/q2dH7VBXnL, see more https://t.co/IrmRuqjyWk"
4074,JuliBunting,"@TonyGonzales4TX WOW. Can't see beyond the masses.
Good grief."
4075,JuliBunting,@cadiulus @IrishMary24 Wow! Congratulations to your girl and her wonderful mom! https://t.co/KrbrmJcvVE
4076,ItzBoboLol,"To say one group of people lives matter the another is ridiculous and evil, I mean who is any of us to say who matters and who doesn't. The only people who's lives do not matter are murderers, pedophiles, and rapist. #AllLivesMatter #WhiteLivesMatter #BlackLivesMatter"
4077,inartfairNYK,"British Empire’s Forgotten Lascars
Forgotten undervalued long misunderstood represented first global workers in age of empire

https://t.co/K5MBzgycQk #HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4078,isaygooddaysir2,Hey @TheDemocrats  - What's your plan to make #BlackLivesMatter ? #Crime #BailReform https://t.co/ATwkxevX8E
4079,ItzBoboLol,"@AdeldMeyer To say one group of people lives matter the another is ridiculous and evil, I mean who is any of us to say who matters and who doesn't. The only people who's lives do not matter are murderers, pedophiles, and rapist. #AllLivesMatter #WhiteLivesMatter #BlackLivesMatter"
4080,inartfairNYK,"#BlackHistory #Reparations

British Empire’s Forgotten Lascars
Forgotten undervalued long misunderstood represented first global workers in age of empire

https://t.co/mBMGhLwmGa #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4081,catheri82106796,France suffering fuel shortage as workers strike for more pay from profiteering Energy companies https://t.co/r7DXMyzHdb via @Labourheartland
4082,gerriannj,@tnicholsmd teach but those students all have to sign hipaa forms.  I would just never ask anyone to let me share information on the internet b/c you have no control of where it goes.  2/2
4083,gerriannj,@tnicholsmd I’d still be concerned the patient didn’t understand the implications of that.    Will people screen shot info and share itelsewhere? What about the possibly running into their own information while scrolling on Twitter.I’ve asked patients for consent to share to the grad 1/2
4084,TinaSmi43212544,"OMG there's no love for the Black man on this planet 🤬😡🤬😡🤬😡🤬😡🤬
#Blacklivesmatter https://t.co/zBumtJc9Zs"
